end_date_time,activity_names,perceived_exertion,duration_min
2019-11-01T13:30:26.000Z,"['individual', 'endurance']",6,40
2019-11-05T20:04:38.454Z,"['individual', 'endurance']",9,60
2019-11-06T17:15:10.000Z,"['individual', 'endurance']",7,40
2019-11-07T14:55:13.675Z,"['individual', 'strength']",6,50
2019-11-08T14:30:49.000Z,"['individual', 'endurance']",6,40
2019-11-11T18:53:15.171Z,"['individual', 'endurance']",6,50
2019-11-12T15:01:42.000Z,"['individual', 'running']",8,40
2019-11-13T19:38:52.795Z,"['individual', 'running']",7,40
2019-11-14T15:27:49.000Z,"['individual', 'strength']",5,40
2019-11-17T13:30:35.000Z,"['individual', 'running']",5,50
2019-11-18T18:30:18.000Z,"['individual', 'running']",5,30
2019-11-19T19:02:36.000Z,"['individual', 'running']",9,20
2019-11-20T19:59:42.719Z,"['individual', 'strength']",5,30
2019-11-22T12:50:09.000Z,"['individual', 'running']",4,20
2019-11-23T10:57:54.338Z,"['individual', 'strength']",6,50
2019-11-25T19:59:18.145Z,"['individual', 'running']",6,50
2019-11-26T19:59:09.132Z,"['team', 'endurance']",6,50
2019-11-28T18:24:40.008Z,"['individual', 'running']",7,30
2019-11-30T11:06:14.637Z,"['individual', 'strength']",6,30
2019-12-02T19:59:30.013Z,"['individual', 'running']",7,40
2019-12-03T19:59:34.694Z,"['team', 'endurance']",6,50
2019-12-05T15:46:19.566Z,"['individual', 'strength']",5,20
2019-12-09T10:09:37.434Z,"['individual', 'endurance']",8,50
2019-12-10T14:22:45.418Z,"['individual', 'running']",8,50
2019-12-11T18:22:27.421Z,"['individual', 'strength']",5,50
2019-12-12T19:01:59.029Z,"['individual', 'running']",5,40
2019-12-14T11:30:28.000Z,"['individual', 'strength']",6,90
2019-12-16T18:39:57.529Z,"['individual', 'running']",6,40
2019-12-17T19:03:04.327Z,"['individual', 'running']",8,50
2019-12-23T09:50:58.735Z,"['individual', 'running']",7,60
2019-12-25T14:27:05.456Z,"['individual', 'strength']",6,60
2019-12-26T12:50:41.000Z,"['individual', 'endurance']",3,120
2019-12-28T10:32:06.934Z,"['individual', 'strength']",5,60
2019-12-30T11:02:25.571Z,"['individual', 'strength']",6,60
2020-01-02T11:55:50.805Z,"['individual', 'endurance', 'running']",4,50
2020-01-03T13:07:54.425Z,"['individual', 'endurance', 'running']",6,40
2020-01-04T17:50:53.000Z,"['individual', 'strength']",5,40
2020-01-08T20:41:01.222Z,"['individual', 'running']",6,40
2020-01-09T21:06:35.580Z,"['individual', 'running']",8,50
2020-01-12T02:29:25.249Z,"['individual', 'strength']",6,50
2020-01-12T21:52:14.776Z,"['team', 'running']",6,30
2020-01-14T21:29:16.038Z,"['individual', 'running']",8,50
2020-01-15T23:11:13.000Z,"['individual', 'strength', 'running']",5,70
2020-01-18T00:31:33.000Z,"['individual', 'running']",7,30
2020-01-18T00:32:08.000Z,"['individual', 'running']",7,30
2020-01-20T21:00:40.000Z,"['individual', 'running']",7,50
2020-01-21T21:49:02.331Z,"['individual', 'running']",4,40
2020-01-23T07:55:12.288Z,"['individual', 'running']",6,40
2020-01-24T08:03:30.261Z,"['individual', 'running']",6,50
2020-01-27T03:52:32.506Z,"['individual', 'running']",7,30
2020-01-29T02:00:09.000Z,"['individual', 'endurance']",4,180
2020-02-01T02:15:08.729Z,"['individual', 'running']",6,30
2020-02-03T02:14:27.285Z,"['individual', 'running']",7,30
2020-02-04T03:43:24.691Z,"['individual', 'endurance']",4,60
2020-02-07T13:18:51.000Z,"['individual', 'strength', 'running']",6,30
2020-02-09T12:12:20.904Z,"['individual', 'strength']",7,30
2020-02-12T13:50:34.000Z,"['individual', 'strength', 'running']",7,40
2020-02-17T18:30:48.000Z,"['individual', 'running']",6,30
2020-02-18T16:19:16.236Z,"['individual', 'strength']",5,30
2020-02-20T18:17:38.861Z,"['individual', 'endurance']",6,40
2020-02-21T15:31:54.000Z,"['individual', 'endurance']",5,30
2020-02-24T14:26:42.456Z,"['individual', 'running']",8,40
2020-02-26T12:50:59.461Z,"['individual', 'strength']",6,50
2020-02-27T14:53:57.730Z,"['individual', 'running']",7,40
2020-03-01T14:13:40.289Z,"['team', 'endurance']",5,70
2020-03-04T12:55:13.460Z,"['individual', 'strength']",5,60
2020-03-06T11:37:35.569Z,"['individual', 'strength', 'endurance']",5,50
2020-03-08T11:20:16.834Z,"['individual', 'endurance']",8,70
2020-03-09T17:48:01.741Z,"['team', 'running']",5,30
2020-03-10T20:15:00.072Z,"['team', 'endurance']",7,50
2020-03-11T13:15:00.000Z,"['individual', 'strength']",5,40
2020-03-13T15:50:58.000Z,"['team', 'running']",6,40
2020-03-14T13:29:20.242Z,"['team', 'endurance']",4,120
2020-03-16T14:51:59.000Z,"['individual', 'strength']",5,50
2020-03-18T17:40:42.000Z,"['team', 'running']",6,30
2020-03-19T14:24:25.472Z,"['team', 'endurance']",8,80
2020-03-20T14:39:42.332Z,"['team', 'endurance']",5,70
2020-03-23T13:26:02.000Z,"['team', 'running']",6,60
2020-03-24T19:14:47.331Z,"['team', 'strength']",5,50
2020-03-25T18:01:53.672Z,"['team', 'running']",6,50
2020-03-26T13:32:36.129Z,"['team', 'running']",7,50
2020-03-28T10:14:36.032Z,"['individual', 'strength', 'endurance']",3,30
2020-03-28T11:53:54.161Z,"['team', 'strength']",5,40
2020-03-29T11:00:50.000Z,"['team', 'endurance']",7,60
2020-03-30T13:17:46.561Z,"['team', 'endurance']",6,70
