end_date_time,activity_names,perceived_exertion,duration_min
2019-11-19T14:00:57.000Z,"['individual', 'running']",5,30
2019-11-19T16:53:01.853Z,"['individual', 'strength']",6,50
2019-11-26T17:46:13.000Z,"['individual', 'strength']",5,50
2019-12-02T17:45:38.000Z,"['individual', 'strength']",7,40
2019-12-09T14:40:23.000Z,"['individual', 'strength']",6,50
2019-12-10T17:03:56.000Z,"['individual', 'running']",8,50
2019-12-13T15:51:05.158Z,"['individual', 'strength']",7,50
2019-12-14T19:10:17.000Z,"['individual', 'strength']",4,50
2019-12-27T11:10:53.000Z,"['individual', 'running']",5,50
2020-01-05T12:23:22.000Z,"['individual', 'running']",5,30
2020-01-06T16:00:36.000Z,"['individual', 'running']",5,30
2020-01-06T16:30:27.000Z,"['individual', 'strength']",6,20
2020-01-08T10:45:15.000Z,"['individual', 'running']",6,30
2020-01-10T11:39:39.575Z,"['individual', 'running']",6,30
2020-01-11T14:12:55.121Z,"['individual', 'endurance', 'running']",4,70
2020-01-14T15:27:53.000Z,"['individual', 'running']",7,60
2020-01-14T16:00:44.000Z,"['individual', 'strength']",6,20
2020-01-15T16:16:04.787Z,"['individual', 'running']",5,30
2020-01-16T15:35:55.279Z,"['individual', 'running']",5,30
2020-01-17T14:10:07.000Z,"['individual', 'running']",3,20
2020-01-17T14:55:52.000Z,"['individual', 'strength']",5,40
2020-01-18T16:24:15.000Z,"['individual', 'running']",5,60
2020-01-19T16:24:09.540Z,"['individual', 'running']",4,30
2020-01-21T15:15:27.000Z,"['individual', 'running']",6,60
2020-01-21T15:40:08.000Z,"['individual', 'strength']",4,20
2020-01-22T17:30:50.000Z,"['individual', 'running']",5,30
2020-01-23T05:24:59.000Z,"['individual', 'running']",5,30
2020-01-25T13:50:47.000Z,"['individual', 'running']",4,20
2020-01-26T16:00:32.387Z,"['individual', 'running']",5,30
2020-01-28T15:40:36.000Z,"['individual', 'running']",6,90
2020-01-30T20:00:57.000Z,"['team', 'strength']",3,60
2020-02-04T15:25:22.000Z,"['individual', 'running']",6,60
2020-02-06T08:09:56.938Z,"['individual', 'running']",5,60
2020-02-08T09:25:53.000Z,"['individual', 'running']",6,50
2020-02-11T15:29:55.000Z,"['individual', 'running']",7,70
2020-02-14T16:25:11.000Z,"['individual', 'running']",6,60
2020-02-18T15:25:55.000Z,"['individual', 'running']",6,70
2020-02-18T16:39:42.573Z,"['individual', 'strength']",5,20
2020-02-20T17:00:00.000Z,"['individual', 'running']",5,30
2020-02-21T15:36:21.069Z,"['individual', 'running']",5,30
2020-02-22T15:11:04.000Z,"['individual', 'running']",5,20
2020-02-23T16:10:47.331Z,"['individual', 'running']",5,20
2020-02-26T15:55:07.530Z,"['individual', 'running']",6,30
2020-02-28T16:25:51.000Z,"['individual', 'running']",7,70
2020-02-29T15:35:17.904Z,"['individual', 'running']",5,30
2020-03-03T15:45:24.000Z,"['individual', 'running']",7,80
2020-03-05T17:53:01.000Z,"['individual', 'running']",6,30
2020-03-05T19:05:30.000Z,"['team', 'strength']",3,60
2020-03-07T16:19:56.000Z,"['individual', 'running']",4,30
2020-03-08T18:25:49.000Z,"['individual', 'running']",5,60
2020-03-09T07:47:52.703Z,"['individual', 'running']",6,30
2020-03-13T16:22:39.000Z,"['individual', 'running']",4,30
2020-03-14T17:11:09.000Z,"['individual', 'running']",6,70
2020-03-15T17:00:29.000Z,"['individual', 'running']",5,40
2020-03-17T15:37:49.433Z,"['individual', 'running']",6,30
2020-03-19T17:00:56.000Z,"['individual', 'running']",7,50
2020-03-21T17:05:24.000Z,"['individual', 'running']",7,80
2020-03-22T15:26:31.008Z,"['individual', 'running']",4,30
2020-03-24T17:01:45.000Z,"['individual', 'running']",4,30
2020-03-25T16:48:32.310Z,"['individual', 'running']",5,30
2020-03-27T16:10:58.000Z,"['individual', 'running']",4,30
2020-03-29T15:50:41.234Z,"['individual', 'running']",7,100
